iter	Passed	Remaining
1662	30712	6223
1663	30730	6205
1664	30749	6186
1665	30769	6168
1666	30790	6150
1667	30809	6132
1668	30834	6115
1669	30855	6097
1670	30875	6078
1671	30895	6060
1672	30913	6042
1673	30932	6023
1674	30950	6005
1675	30968	5986
1676	30987	5968
1677	31006	5949
1678	31025	5931
1679	31043	5913
1680	31060	5894
1681	31078	5875
1682	31096	5857
1683	31115	5838
1684	31133	5820
1685	31152	5801
1686	31171	5783
1687	31190	5765
1688	31207	5746
1689	31226	5727
1690	31243	5709
1691	31259	5690
1692	31276	5671
1693	31293	5652
1694	31310	5634
1695	31327	5615
1696	31344	5596
1697	31361	5577
1698	31378	5559
1699	31394	5540
1700	31412	5521
1701	31429	5502
1702	31447	5484
1703	31465	5465
1704	31484	5447
1705	31503	5429
1706	31522	5410
1707	31540	5392
1708	31559	5373
1709	31578	5355
1710	31597	5336
1711	31615	5318
1712	31634	5300
1713	31652	5281
1714	31671	5263
1715	31690	5244
1716	31709	5226
1717	31728	5208
1718	31747	5189
1719	31767	5171
1720	31785	5152
1721	31803	5134
1722	31820	5115
1723	31840	5097
1724	31860	5079
1725	31880	5060
1726	31899	5042
1727	31918	5024
1728	31937	5005
1729	31955	4987
1730	31974	4968
1731	31992	4950
1732	32009	4931
1733	32029	4913
1734	32047	4894
1735	32065	4876
1736	32083	4857
1737	32101	4839
1738	32119	4820
1739	32138	4802
1740	32156	4783
1741	32176	4765
1742	32195	4747
1743	32215	4728
1744	32235	4710
1745	32254	4692
1746	32274	4673
1747	32292	4655
1748	32314	4637
1749	32333	4619
1750	32352	4600
1751	32372	4582
1752	32391	4563
1753	32411	4545
1754	32431	4527
1755	32450	4509
1756	32468	4490
1757	32488	4472
1758	32507	4453
1759	32526	4435
1760	32546	4417
1761	32564	4398
1762	32582	4380
1763	32598	4361
1764	32615	4342
1765	32631	4323
1766	32649	4305
1767	32665	4286
1768	32683	4267
1769	32701	4249
1770	32717	4230
1771	32734	4211
1772	32750	4193
1773	32767	4174
1774	32783	4155
1775	32800	4137
1776	32817	4118
1777	32835	4099
1778	32853	4081
1779	32871	4062
1780	32889	4044
1781	32909	4026
1782	32927	4007
1783	32944	3988
1784	32963	3970
1785	32981	3951
1786	32998	3933
1787	33017	3914
1788	33035	3896
1789	33051	3877
1790	33070	3859
1791	33088	3840
1792	33106	3822
1793	33126	3803
1794	33142	3785
1795	33159	3766
1796	33176	3747
1797	33193	3729
1798	33209	3710
1799	33225	3691
1800	33242	3673
1801	33258	3654
1802	33275	3635
1803	33291	3616
1804	33307	3598
1805	33324	3579
1806	33341	3561
1807	33358	3542
1808	33375	3523
1809	33392	3505
1810	33410	3486
1811	33429	3468
1812	33447	3449
1813	33465	3431
1814	33483	3412
1815	33502	3394
1816	33520	3376
1817	33539	3357
1818	33558	3339
1819	33576	3320
1820	33594	3302
1821	33614	3283
1822	33631	3265
1823	33650	3246
1824	33667	3228
1825	33684	3209
1826	33702	3191
1827	33720	3172
1828	33736	3154
1829	33754	3135
1830	33773	3117
1831	33792	3098
1832	33810	3080
1833	33828	3061
1834	33846	3043
1835	33864	3024
1836	33881	3006
1837	33898	2987
1838	33915	2969
1839	33932	2950
1840	33950	2932
1841	33968	2913
1842	33987	2895
1843	34004	2876
1844	34022	2858
1845	34039	2839
1846	34057	2821
1847	34076	2802
1848	34093	2784
1849	34112	2765
1850	34130	2747
1851	34148	2728
1852	34166	2710
1853	34184	2692
1854	34203	2673
1855	34221	2655
1856	34239	2636
1857	34259	2618
1858	34279	2599
1859	34298	2581
1860	34317	2563
1861	34336	2544
1862	34355	2526
1863	34373	2507
1864	34392	2489
1865	34410	2471
1866	34429	2452
1867	34449	2434
1868	34470	2416
1869	34490	2397
1870	34510	2379
1871	34529	2361
1872	34548	2342
1873	34567	2324
1874	34585	2305
1875	34605	2287
1876	34623	2268
1877	34641	2250
1878	34659	2231
1879	34678	2213
1880	34696	2195
1881	34715	2176
1882	34734	2158
1883	34751	2139
1884	34769	2121
1885	34786	2102
1886	34804	2084
1887	34823	2065
1888	34841	2047
1889	34858	2028
1890	34877	2010
1891	34894	1991
1892	34911	1973
1893	34929	1954
1894	34949	1936
1895	34967	1918
1896	34984	1899
1897	35003	1881
1898	35020	1862
1899	35039	1844
1900	35058	1825
1901	35076	1807
1902	35094	1788
1903	35113	1770
1904	35131	1751
1905	35147	1733
1906	35163	1714
1907	35179	1696
1908	35197	1677
1909	35213	1659
1910	35230	1640
1911	35247	1622
1912	35266	1603
1913	35282	1585
1914	35299	1566
1915	35316	1548
1916	35334	1529
1917	35351	1511
1918	35368	1492
1919	35385	1474
1920	35401	1455
1921	35418	1437
1922	35435	1418
1923	35451	1400
1924	35468	1381
1925	35487	1363
1926	35504	1344
1927	35522	1326
1928	35539	1308
1929	35556	1289
1930	35573	1271
1931	35590	1252
1932	35608	1234
1933	35625	1215
1934	35642	1197
1935	35659	1178
1936	35676	1160
1937	35695	1141
1938	35710	1123
1939	35726	1104
1940	35744	1086
1941	35760	1068
1942	35776	1049
1943	35793	1031
1944	35809	1012
1945	35826	994
1946	35844	975
1947	35861	957
1948	35878	938
1949	35897	920
1950	35914	901
1951	35930	883
1952	35947	865
1953	35964	846
1954	35980	828
1955	35996	809
1956	36013	791
1957	36030	772
1958	36047	754
1959	36064	736
1960	36081	717
1961	36101	699
1962	36118	680
1963	36135	662
1964	36153	643
1965	36169	625
1966	36186	607
1967	36203	588
1968	36220	570
1969	36238	551
1970	36255	533
1971	36272	515
1972	36289	496
1973	36306	478
1974	36325	459
1975	36341	441
1976	36358	422
1977	36375	404
1978	36393	386
1979	36410	367
1980	36426	349
1981	36443	330
1982	36461	312
1983	36478	294
1984	36496	275
1985	36513	257
1986	36532	239
1987	36549	220
1988	36567	202
1989	36585	183
1990	36603	165
1991	36620	147
1992	36636	128
1993	36654	110
1994	36671	91
1995	36689	73
1996	36705	55
1997	36722	36
1998	36741	18
1999	36757	0
