iter	Logloss
232	0.2422711363
233	0.2420593028
234	0.2419899682
235	0.2419145514
236	0.2418365506
237	0.2416455928
238	0.2415382092
239	0.2412676337
240	0.2411828115
241	0.2411031586
242	0.2409770783
243	0.2405003353
244	0.2402567151
245	0.239972696
246	0.2398677921
247	0.2398100475
248	0.2397321765
249	0.239437267
250	0.2393368241
251	0.239100873
252	0.2388101345
253	0.2386431582
254	0.2385303604
255	0.238445487
256	0.2383722184
257	0.2382644027
258	0.2381540495
259	0.2380530673
260	0.2379547952
261	0.2376753
262	0.2375714399
263	0.2374066039
264	0.2373331209
265	0.2371432088
266	0.2370782314
267	0.2369709081
268	0.2368929851
269	0.2368207023
270	0.236759816
271	0.2366858087
272	0.2365797574
273	0.2364851657
274	0.2364273552
275	0.2363024196
276	0.2360977211
277	0.2359845787
278	0.235839876
279	0.2356805598
280	0.2356213405
281	0.2355375682
282	0.2354394376
283	0.2353723648
284	0.2352354446
285	0.2351730097
286	0.235086443
287	0.2349987829
288	0.2349321841
289	0.2348561494
290	0.2346659106
291	0.2346062383
292	0.2344216152
293	0.2342310511
294	0.2341678664
295	0.2337775963
296	0.2336695343
297	0.2335394872
298	0.2334636799
299	0.2333816441
300	0.2332976828
301	0.2332404777
302	0.2331744431
303	0.2330490723
304	0.2329547865
305	0.2328962558
306	0.2328484881
307	0.2327819909
308	0.2327160972
309	0.2326483525
310	0.2324703998
311	0.2323992618
312	0.2322321235
313	0.2321698288
314	0.2320897436
315	0.2320143771
316	0.2318449827
317	0.2317572116
318	0.2315275413
319	0.2314692024
320	0.2313783382
321	0.2313223883
322	0.2312688378
323	0.2312188446
324	0.2310777055
325	0.2308614591
326	0.2307054691
327	0.2306191505
328	0.2305344641
329	0.23044616
330	0.2303566858
331	0.2303071026
332	0.2300888424
333	0.2300400781
334	0.2298593932
335	0.2296610449
336	0.2296013877
337	0.229536119
338	0.2294124518
339	0.2293389194
340	0.2292925562
341	0.2292282474
342	0.2291750918
343	0.2290955354
344	0.2290566409
345	0.2289735971
346	0.228891563
347	0.2287985913
348	0.2287378332
349	0.228684833
350	0.2286195019
351	0.2285615668
352	0.2284831361
353	0.2284258307
354	0.2283801141
355	0.2283043075
356	0.2282454237
357	0.2281779625
358	0.2280459652
359	0.2279821601
360	0.2279087861
361	0.2278573987
362	0.2277805396
363	0.2277298879
364	0.2276708763
365	0.2276288971
366	0.2275810892
367	0.227450294
368	0.2272793703
369	0.2272177652
370	0.2271631838
371	0.2270956331
372	0.227013494
373	0.2269034225
374	0.2268233301
375	0.2267609797
376	0.226722587
377	0.2266745836
378	0.2265355979
379	0.2264787299
380	0.2264249792
381	0.2263610625
382	0.226318647
383	0.2259861425
384	0.2259267394
385	0.2258573682
386	0.2257967936
387	0.2257419695
388	0.2256926671
389	0.2255394644
390	0.2254077759
391	0.2253557843
392	0.2253021747
393	0.2252426927
394	0.2251897118
395	0.2251417252
396	0.2250926538
397	0.2250386926
398	0.2249857998
399	0.224937995
400	0.2248986137
401	0.2247465712
402	0.2246615412
403	0.2245838755
404	0.2245372293
405	0.2244309815
406	0.2243711031
407	0.2242970985
408	0.2242462875
409	0.2241654326
410	0.2241156676
411	0.2240698322
412	0.2240330237
413	0.2239830379
414	0.2239406735
415	0.2238978737
416	0.2238381178
417	0.2237955853
418	0.2237333612
419	0.2236976449
420	0.223648868
421	0.2236041758
422	0.2235577822
423	0.2235125492
424	0.2234458145
425	0.2233790354
426	0.2233239716
427	0.2232673376
428	0.223220768
429	0.223151436
430	0.2230831484
431	0.2230356376
432	0.2229833985
433	0.2229199767
434	0.2228661807
435	0.2228240957
436	0.2227787859
437	0.2226455164
438	0.2225877073
439	0.2225304756
440	0.222484816
441	0.2224534576
442	0.2223971165
443	0.2223350836
444	0.2222854582
445	0.222232888
446	0.2221941208
447	0.2221615606
448	0.2221263681
449	0.2220750446
450	0.2220367602
451	0.2219897297
452	0.2219396752
453	0.2219089077
454	0.2218304138
455	0.2217906394
456	0.2217441624
457	0.2216550003
458	0.2215964694
459	0.2215367461
460	0.221492076
461	0.2214225149
462	0.2213786872
463	0.2213276921
464	0.2212726654
465	0.2212080076
466	0.2211722722
467	0.2211292597
468	0.2210727661
469	0.2210381591
470	0.220993965
471	0.2208420428
472	0.2207680089
473	0.2207351693
474	0.2207040555
475	0.2206592784
476	0.220590915
477	0.2204679735
478	0.2204256422
479	0.2203800217
480	0.2203306222
481	0.2203024129
482	0.2202483451
483	0.2202146954
484	0.2201743241
485	0.2201255571
486	0.2200774184
487	0.2200412046
488	0.2199997032
489	0.2199023077
490	0.2198570499
491	0.21981375
492	0.2197765152
493	0.2196400577
494	0.219605133
495	0.2195502139
496	0.2195039436
497	0.2194311587
498	0.2193716258
499	0.2193314147
500	0.2192703216
501	0.2192150735
502	0.2191714615
503	0.2190729424
504	0.2189314153
505	0.2188890469
506	0.2188512553
507	0.2188135996
508	0.218771212
509	0.2187094309
510	0.2186658678
511	0.2186402442
512	0.2185828022
513	0.2185419389
514	0.2185137416
515	0.218462705
516	0.2184292165
517	0.2183828809
518	0.2183462679
519	0.2180775081
520	0.2179630388
521	0.2179168828
522	0.2178527544
523	0.217810121
524	0.2177628734
525	0.2177113763
526	0.2176541887
527	0.2175948486
528	0.2175439966
529	0.2174842528
530	0.2174429147
531	0.2174012906
532	0.2173572724
533	0.2173292777
534	0.2172855373
535	0.2172368115
536	0.2172076653
537	0.217176995
538	0.2171431124
539	0.2171086149
540	0.2170626769
541	0.2170212965
542	0.2169723975
543	0.2169330979
544	0.2168744112
545	0.2168345511
546	0.2167943923
547	0.2167600876
548	0.2167258839
549	0.216687474
550	0.2166450803
551	0.2166063183
552	0.2165451124
553	0.2165119824
554	0.2164691305
555	0.2164330693
556	0.2162824775
557	0.2162345295
558	0.2162006525
559	0.2161300916
560	0.2160871384
561	0.2160546994
562	0.2160088435
563	0.2159653115
564	0.2159353398
565	0.2158919681
566	0.2158606336
567	0.2158179648
568	0.2157622544
569	0.2157276307
570	0.2156870591
571	0.2156359936
572	0.2156136248
573	0.215574322
574	0.2155381924
575	0.2154951648
576	0.2154578012
577	0.2154148599
578	0.2153884184
579	0.2152753434
580	0.2152391847
581	0.2151988864
582	0.2150637081
583	0.21501708
584	0.2147971575
585	0.2146675602
586	0.2146408167
587	0.2146195052
588	0.2145905237
589	0.2145486543
590	0.2145144497
591	0.2144805534
592	0.2143973485
593	0.2143010797
594	0.2142801574
595	0.2142488788
596	0.2142072307
597	0.214152457
598	0.2140994662
599	0.2140553967
600	0.2140205278
601	0.2139825409
602	0.2139323509
603	0.2138970222
604	0.2138515595
605	0.213799545
606	0.2137575852
607	0.2137087817
608	0.2136726639
609	0.2136403611
610	0.2136108149
611	0.213570892
612	0.2135155772
613	0.2134841043
614	0.2134484039
615	0.2134199953
616	0.2133780941
617	0.2133553579
618	0.2133314661
619	0.2132236013
620	0.2131920528
621	0.2131019987
622	0.213068625
623	0.2130360914
624	0.2130090719
625	0.2129688655
626	0.212933719
627	0.2129024912
628	0.2128717261
629	0.2128291066
630	0.212801616
631	0.2127679107
632	0.2127279115
633	0.2126957941
634	0.2126571473
635	0.2126338397
636	0.2126085918
637	0.2125465458
638	0.2125265149
639	0.2124298019
640	0.2123983247
641	0.212347749
642	0.2123026404
643	0.2122668852
644	0.2122358496
645	0.2122032735
646	0.2121693586
647	0.2121377617
648	0.212102762
649	0.2120652728
650	0.2120186116
651	0.2119793223
652	0.2119516471
653	0.2119109701
654	0.2118760156
655	0.2118414363
656	0.2118035425
657	0.2117770678
658	0.2117527895
659	0.2117282329
660	0.2116942201
661	0.2116491494
662	0.211608924
663	0.2115885254
664	0.2115527314
665	0.2115167939
666	0.2114874266
667	0.2114620825
668	0.2114228146
669	0.2113917
670	0.2113549412
671	0.2113210639
672	0.2112969164
673	0.2112587044
674	0.2111718902
675	0.2111396269
676	0.2111041899
677	0.2110732035
678	0.2110392438
679	0.2109996019
680	0.2109760506
681	0.210943448
682	0.2109082774
683	0.2108711826
684	0.2107596641
685	0.2107227173
686	0.2106911955
687	0.2106585867
688	0.2106126677
689	0.2105590614
690	0.2105248632
691	0.2104993459
692	0.2104691671
693	0.2104258047
694	0.2103926045
695	0.2103628764
696	0.2103365278
697	0.2103088575
698	0.210285144
699	0.2102504755
700	0.2102274031
701	0.210193446
702	0.2101758348
703	0.2101408791
704	0.2101123586
705	0.2100621705
706	0.2100399234
707	0.209996
708	0.2099666792
709	0.2099383101
710	0.2098564635
711	0.2098274293
712	0.2098016068
713	0.2097584018
714	0.2097240493
715	0.2097036208
716	0.2096736489
717	0.2096438154
718	0.2096100884
719	0.2095865754
720	0.2095596581
721	0.2095219761
722	0.209483225
723	0.2094473186
724	0.2094141756
725	0.2093807583
726	0.2093503937
727	0.209317137
728	0.2092833117
729	0.2092438225
730	0.2092251999
731	0.2091966686
732	0.209143757
733	0.2091189495
734	0.2090714985
735	0.2090396596
736	0.2090168126
737	0.2089897705
738	0.2088906625
739	0.2088603761
740	0.2088262621
741	0.2087887758
742	0.2087576552
743	0.2087328211
744	0.2086899993
745	0.2086687433
746	0.2086299365
747	0.2085997564
748	0.2085638928
749	0.2085265003
750	0.2084935395
751	0.2084487279
752	0.2084211152
753	0.2083850339
754	0.2083504053
755	0.2083277389
756	0.2082939545
757	0.2082705836
758	0.20822734
759	0.2081998806
760	0.2081707926
761	0.2081455046
762	0.2081130282
763	0.208074683
764	0.2080460266
765	0.2080111873
766	0.2079847343
767	0.2079542055
768	0.2079188856
769	0.2078849422
770	0.2078548359
771	0.2078203208
772	0.2077867182
773	0.2077629627
774	0.2077352689
775	0.2077092731
776	0.2076761222
777	0.2076506846
778	0.2075549302
779	0.2075177646
780	0.2074715992
781	0.2074412736
782	0.2074152351
783	0.2073757255
784	0.2073374067
785	0.207310203
786	0.2072726573
787	0.2072506226
788	0.2072220454
789	0.207193449
790	0.2071027974
791	0.2070766613
792	0.2070474476
793	0.2070090663
794	0.2069620305
795	0.2069254891
796	0.2068962008
797	0.2068782412
798	0.2068425446
799	0.2068111023
800	0.2067833262
801	0.2067293504
802	0.2066944503
803	0.206661926
804	0.2066300406
805	0.2065985993
806	0.2065618896
807	0.2064904101
808	0.2064545498
809	0.2064248671
810	0.2063832421
811	0.206340708
812	0.2063063035
813	0.206267821
814	0.206246675
815	0.2062181508
816	0.2061960817
817	0.2061624294
818	0.2061290081
819	0.2060983797
820	0.2060197877
821	0.2059900049
822	0.2059034859
823	0.2058471007
824	0.2058190222
825	0.2057911301
826	0.2057703235
827	0.2057430647
828	0.2057048813
829	0.205669515
830	0.2056388627
831	0.2056073217
832	0.2055808002
833	0.2055639285
834	0.2055382729
835	0.2055144235
836	0.2054883603
837	0.2054614347
838	0.2054344583
839	0.2054109393
840	0.2053738123
841	0.2053423246
842	0.2053096593
843	0.20528466
844	0.205249913
845	0.2052213494
846	0.2051486311
847	0.20511811
848	0.2050891706
849	0.2050579471
850	0.2050303208
851	0.2050107594
852	0.2049867574
853	0.2049702689
854	0.204944223
855	0.2049245204
856	0.2048890512
857	0.2048526574
858	0.2048099596
859	0.204798915
860	0.2047730311
861	0.2047470127
862	0.2047198763
863	0.2046818613
864	0.2046441244
865	0.2046058961
866	0.2045839339
867	0.2045517594
868	0.204502744
869	0.2044787768
870	0.2044602779
871	0.2043966312
872	0.2043740884
873	0.2043527631
874	0.2043306692
875	0.2042995605
876	0.2042721532
877	0.2042372859
878	0.2042107491
879	0.2041843611
880	0.2041573665
881	0.2041274929
882	0.2041008031
883	0.2040392789
884	0.204012683
885	0.2039803624
886	0.203960685
887	0.2039356337
888	0.2039091576
889	0.2038775407
890	0.2038539563
891	0.2038349478
892	0.203810205
893	0.2037892068
894	0.2037536623
895	0.2037248846
896	0.2036971558
897	0.2036685837
898	0.2036322548
899	0.2035976606
900	0.2035780199
901	0.2034948639
902	0.2034673333
903	0.2034386662
904	0.2034108031
905	0.2033786627
906	0.2033530195
907	0.2033195959
908	0.2032911447
909	0.2032613528
910	0.2032368394
911	0.2032147907
912	0.2031874399
913	0.2031608019
914	0.2031268395
915	0.2030963376
916	0.203069882
917	0.2030470256
918	0.2030284882
919	0.2030027781
920	0.2029725792
921	0.2029460053
922	0.2029081351
923	0.2028188592
924	0.2027933451
925	0.2027710529
926	0.2027505736
927	0.2027219141
928	0.2026892426
929	0.2026608127
930	0.2026328429
931	0.2026053219
932	0.2025761897
933	0.2025547901
934	0.2025229244
935	0.2024864369
936	0.2024582728
937	0.2024296569
938	0.2024022178
939	0.2023859857
940	0.2023592358
941	0.2023197236
942	0.2022925923
943	0.2022602984
944	0.2022370367
945	0.202209681
946	0.2021760907
947	0.2021519433
948	0.2021282892
949	0.202103267
950	0.2020799566
951	0.2020446595
952	0.2020219391
953	0.2019998664
954	0.2019589828
955	0.2019312872
956	0.201904174
957	0.2018779883
958	0.2018528533
959	0.2018226267
960	0.2017869472
961	0.2017650127
962	0.201733949
963	0.2017026316
964	0.2016520321
965	0.2015897293
966	0.2015576031
967	0.2015262069
968	0.2014988777
969	0.2014712563
970	0.2014263656
971	0.2014054046
972	0.2013788109
973	0.2013480527
974	0.2013018563
975	0.2012753319
976	0.2012143832
977	0.2011870843
978	0.2011618011
979	0.2011352128
980	0.2011095282
981	0.2010944556
982	0.2010714345
983	0.2010416016
984	0.2010198262
985	0.2009865338
986	0.2009663302
987	0.200934401
988	0.2008454696
989	0.2008219101
990	0.2007978352
991	0.2007701497
992	0.2007474342
993	0.2007128956
994	0.2006820061
995	0.2006561103
996	0.2006184985
997	0.2006011014
998	0.2005730356
999	0.2005528784
1000	0.2005180341
1001	0.2004837748
1002	0.2004555203
1003	0.200428189
1004	0.2003904289
1005	0.200367616
1006	0.2003455603
1007	0.2003242068
1008	0.2003072058
1009	0.2002848498
1010	0.2002602245
1011	0.2002372823
1012	0.2002143528
1013	0.2001839058
1014	0.2001578951
1015	0.2001299574
1016	0.2001057935
1017	0.2000841809
1018	0.2000562087
1019	0.2000266489
1020	0.2000011707
1021	0.1999680478
1022	0.1999356571
1023	0.1999168728
1024	0.1998834842
1025	0.1998542427
1026	0.1998237892
1027	0.1998014407
1028	0.1997871077
1029	0.1997642065
1030	0.1997432122
1031	0.1997176481
1032	0.1996929328
1033	0.1996756844
1034	0.199645437
1035	0.1996218713
1036	0.1995876395
1037	0.1995656829
1038	0.1995332088
1039	0.1995080138
1040	0.1994729087
1041	0.1994411369
1042	0.1994172692
1043	0.1993844591
1044	0.1993538957
1045	0.1993182356
1046	0.1992956913
1047	0.1992754109
1048	0.1992530627
1049	0.1992271507
1050	0.1992084119
1051	0.1991834186
1052	0.1991588442
1053	0.1990815194
1054	0.1990556377
1055	0.1990282214
1056	0.1990035042
1057	0.1989608392
1058	0.1989387946
1059	0.1989132656
1060	0.1988898784
1061	0.1988587453
1062	0.1988375574
1063	0.1988058207
1064	0.1987823122
1065	0.1987673238
1066	0.1987511272
1067	0.1987302938
1068	0.1987021096
1069	0.1986727261
1070	0.1986493515
1071	0.198603356
1072	0.1985790753
1073	0.1985586362
1074	0.1985011185
1075	0.1984714724
1076	0.1984486292
1077	0.198431918
1078	0.1984068544
1079	0.1983725111
1080	0.198352553
1081	0.1983262886
1082	0.1983044129
1083	0.1982669103
1084	0.198234852
1085	0.1982100258
1086	0.1981825086
1087	0.1981490952
1088	0.1981211103
1089	0.1980866306
1090	0.1980649428
1091	0.1980405334
1092	0.1980090628
1093	0.197973496
1094	0.1979478512
1095	0.1979082808
1096	0.1978883086
1097	0.1978706585
1098	0.1978456992
1099	0.1978149482
1100	0.1977448064
1101	0.197725373
1102	0.1977055613
1103	0.1976883735
1104	0.1976565652
1105	0.1976256587
1106	0.1976004786
1107	0.1975335131
1108	0.1975068302
1109	0.1974907339
1110	0.1974610193
1111	0.1973931667
1112	0.1973619292
1113	0.1973309121
1114	0.1973058432
1115	0.1972865644
1116	0.1972515362
1117	0.1972282798
1118	0.1972115281
1119	0.1971857993
1120	0.1971485479
1121	0.1971199193
1122	0.1970976846
1123	0.1970665398
1124	0.1970224456
1125	0.1969950652
1126	0.1969646107
1127	0.196941397
1128	0.1969189162
1129	0.196884185
1130	0.1968533086
1131	0.1968241874
1132	0.1967943703
1133	0.1967528893
1134	0.1967269816
1135	0.1966960135
1136	0.1966680448
1137	0.1966445991
1138	0.1966221869
1139	0.1966074364
1140	0.196577507
1141	0.1965473666
1142	0.1965011174
1143	0.1964776453
1144	0.1964601857
1145	0.1964391138
1146	0.1964205497
1147	0.1963916793
1148	0.1963615981
1149	0.1963402393
1150	0.1963246736
1151	0.1962990728
1152	0.1962677221
1153	0.1962488539
1154	0.1962282647
1155	0.196204409
1156	0.1961826337
1157	0.1961551854
1158	0.1961248143
1159	0.1961072833
1160	0.1960778196
1161	0.1960553655
1162	0.1960407205
1163	0.1960149396
1164	0.1959960497
1165	0.1959728956
1166	0.1959449057
1167	0.195919339
1168	0.1958911733
1169	0.1958706135
1170	0.1958417126
1171	0.19582602
1172	0.1957975139
1173	0.1957740281
1174	0.1957432593
1175	0.195716472
1176	0.195665466
1177	0.1956416778
1178	0.1955805736
1179	0.195551289
1180	0.195517855
1181	0.1954964119
1182	0.1954839891
1183	0.1954622789
1184	0.1954353809
1185	0.1954161834
1186	0.195389645
1187	0.1953665391
1188	0.1953459235
1189	0.1953180291
1190	0.1953014634
1191	0.1952427776
1192	0.1952184465
1193	0.1951962633
1194	0.1951776862
1195	0.1951541814
1196	0.1951334858
1197	0.1951126741
1198	0.1950915059
1199	0.1950580552
1200	0.1950271102
1201	0.1950001428
1202	0.1949675458
1203	0.1949449648
1204	0.194896089
1205	0.1948752787
1206	0.1948449322
1207	0.1948227787
1208	0.1947962576
1209	0.1947725456
1210	0.1947534517
1211	0.1947305488
1212	0.1947004681
1213	0.1946794154
1214	0.1946581002
1215	0.1946403142
1216	0.1946203282
1217	0.1946021311
1218	0.1945836041
1219	0.194560429
1220	0.1945435352
1221	0.1945209688
1222	0.19450148
1223	0.1944807728
1224	0.1944585139
1225	0.1944287942
1226	0.1944079165
1227	0.1943750376
1228	0.1943539741
1229	0.1943308333
1230	0.194308068
1231	0.1942825903
1232	0.1942559
1233	0.1942307099
1234	0.1941573463
1235	0.194136243
1236	0.19411119
1237	0.1940881374
1238	0.1940682084
1239	0.1940510266
1240	0.1940303296
1241	0.1939799504
1242	0.1939535389
1243	0.1939247638
1244	0.1938947279
1245	0.1938652075
1246	0.1938464748
1247	0.193804053
1248	0.1937796312
1249	0.1937517214
1250	0.1937223267
1251	0.19370727
1252	0.193692855
1253	0.1936719731
1254	0.1936514964
1255	0.1936294284
1256	0.1936047125
1257	0.1935816917
1258	0.1935486118
1259	0.1935226671
1260	0.1935017784
1261	0.193486198
1262	0.1934611843
1263	0.193439506
1264	0.1934047751
1265	0.1933826965
1266	0.1933574306
1267	0.1933371094
1268	0.1933082827
1269	0.1932834984
1270	0.1932626071
1271	0.1932497711
1272	0.1932287524
1273	0.193206677
1274	0.1931869103
1275	0.1931648987
1276	0.1931396841
1277	0.1931150059
1278	0.1930948779
1279	0.1930734032
1280	0.1930511874
1281	0.1930246473
1282	0.1929973133
1283	0.1929725325
1284	0.1929469476
1285	0.1929260854
1286	0.1929017456
1287	0.1928795388
1288	0.1928467085
1289	0.1928199237
1290	0.1927908472
1291	0.1927638404
1292	0.1927370635
1293	0.1927150513
1294	0.1926859821
1295	0.1926691534
1296	0.1926419115
1297	0.1926238822
1298	0.1926070948
1299	0.1925858094
1300	0.1925642346
1301	0.1925360098
1302	0.1925101499
1303	0.1924908124
1304	0.1924760014
1305	0.1924538071
1306	0.19243342
1307	0.1924058925
1308	0.1923794493
1309	0.1923551545
1310	0.1923364156
1311	0.1923114166
1312	0.1922897814
1313	0.1922330998
1314	0.1922085148
1315	0.1921795505
1316	0.1921419612
1317	0.1921103424
1318	0.1920836144
1319	0.1920567687
1320	0.1920254846
1321	0.1920090509
1322	0.1919806802
1323	0.1919668388
1324	0.1919392643
1325	0.1919217327
1326	0.1918932705
1327	0.1918652429
1328	0.1918434748
1329	0.1918215278
1330	0.1918005651
1331	0.1917856005
1332	0.1917608737
1333	0.1917326493
1334	0.1917163321
1335	0.1916903742
1336	0.1916654799
1337	0.191637441
1338	0.1916132443
1339	0.1915923332
1340	0.1915766225
1341	0.1915553634
1342	0.1915364506
1343	0.1915037867
1344	0.1914794876
1345	0.1914536806
1346	0.191427982
1347	0.191408129
1348	0.1913912291
1349	0.1913737102
1350	0.1913468641
1351	0.1913300258
1352	0.1913075535
1353	0.1912910164
1354	0.1912808047
1355	0.1912068167
1356	0.1911904769
1357	0.1911645493
1358	0.1911348304
1359	0.1911202739
1360	0.1910958839
1361	0.1910690281
1362	0.1910510091
1363	0.1910359514
1364	0.191016867
1365	0.1909998605
1366	0.1909754168
1367	0.1909539878
1368	0.190925684
1369	0.1908887068
1370	0.1908664988
1371	0.1908438602
1372	0.1908211889
1373	0.1907998773
1374	0.190769462
1375	0.1907540696
1376	0.1907193823
1377	0.1906957624
1378	0.1906737956
1379	0.1906519971
1380	0.1906320347
1381	0.1905580252
1382	0.1905352541
1383	0.1905155988
1384	0.1904889411
1385	0.1904699453
1386	0.1904425831
1387	0.1904240582
1388	0.1903942538
1389	0.1903733973
1390	0.1903515086
1391	0.1903347312
1392	0.1903082183
1393	0.1902916233
1394	0.1902679149
1395	0.1902442644
1396	0.1902237091
1397	0.1902001317
1398	0.1901738743
1399	0.1901599613
1400	0.1901395257
1401	0.1901119767
1402	0.1900822824
1403	0.1900588637
1404	0.1900376085
1405	0.1900143716
1406	0.1899919822
1407	0.1899773557
1408	0.1899598553
1409	0.1899405654
1410	0.1899095342
1411	0.1898885567
1412	0.189859794
1413	0.1898348121
1414	0.1898202072
1415	0.1898033031
1416	0.1897907143
1417	0.1897648188
1418	0.1897350581
1419	0.1897153506
1420	0.189691855
1421	0.1896755715
1422	0.1896554572
1423	0.1896270806
1424	0.1896048077
1425	0.1895890765
1426	0.189560265
1427	0.1895113844
1428	0.1894918717
1429	0.1894691508
1430	0.1894415505
1431	0.1894272655
1432	0.1894111689
1433	0.1893863192
1434	0.1893688632
1435	0.1893481407
1436	0.1893105841
1437	0.1892816473
1438	0.1892627651
1439	0.1892429518
1440	0.1892259327
1441	0.1892124499
1442	0.1891881525
1443	0.1891682775
1444	0.189147283
1445	0.1891182925
1446	0.1890985192
1447	0.1890784058
1448	0.189055357
1449	0.1890345967
1450	0.1890143198
1451	0.1889887473
1452	0.1889670736
1453	0.1889491127
1454	0.1889161073
1455	0.188889654
1456	0.188863609
1457	0.1888427205
1458	0.1888237692
1459	0.1887975136
1460	0.1887829811
1461	0.1887689932
1462	0.1887412639
1463	0.1887181872
1464	0.1886944163
1465	0.1886745375
1466	0.1886549392
1467	0.1886356376
1468	0.1886081113
1469	0.1885893464
1470	0.1885660358
1471	0.1885448556
1472	0.1885275039
1473	0.1885072998
1474	0.18848037
1475	0.1884640448
1476	0.1884411669
1477	0.1884267316
1478	0.1884100121
1479	0.1883841615
1480	0.1883610319
1481	0.1883409678
1482	0.1883242465
1483	0.1883009741
1484	0.188275255
1485	0.1882568223
1486	0.1882342245
1487	0.1882105056
1488	0.1881856571
1489	0.1881333039
1490	0.1881191194
1491	0.1880922168
1492	0.1880618479
1493	0.1880471143
1494	0.1880273207
1495	0.1880082167
1496	0.1879848191
1497	0.1879629898
1498	0.1879370874
1499	0.1879189997
1500	0.1879018708
1501	0.1878735636
1502	0.187856381
1503	0.187832786
1504	0.1878121986
1505	0.1877982753
1506	0.1877856969
1507	0.1877647266
1508	0.1877409527
1509	0.187719344
1510	0.187707187
1511	0.1876846379
1512	0.1876701046
