iter	Logloss
1513	0.1876462044
1514	0.187618337
1515	0.1875881736
1516	0.1875595551
1517	0.187541685
1518	0.1875132445
1519	0.1874972463
1520	0.1874797958
1521	0.187402581
1522	0.1873869847
1523	0.1873640356
1524	0.1873446221
1525	0.1873199331
1526	0.1872950512
1527	0.18726336
1528	0.1872417028
1529	0.1872277555
1530	0.1872085203
1531	0.1871884375
1532	0.187166346
1533	0.1871467561
1534	0.1871191296
1535	0.1870873898
1536	0.1870660969
1537	0.1870446031
1538	0.1870041621
1539	0.1869845416
1540	0.1869505854
1541	0.1869248624
1542	0.1869000122
1543	0.1868826859
1544	0.1868633994
1545	0.1868450219
1546	0.186819408
1547	0.1868020741
1548	0.186782842
1549	0.1867592345
1550	0.1867375185
1551	0.1867171063
1552	0.1866987853
1553	0.1866804499
1554	0.186649474
1555	0.1866345067
1556	0.1866072416
1557	0.1865837151
1558	0.1865591436
1559	0.1865395689
1560	0.1865059098
1561	0.1864846559
1562	0.1864701086
1563	0.1864502204
1564	0.1864269737
1565	0.1864148819
1566	0.1863921701
1567	0.1863717445
1568	0.1863584495
1569	0.1863403905
1570	0.1863139225
1571	0.186297303
1572	0.1862761222
1573	0.1862474096
1574	0.1862273724
1575	0.1862119249
1576	0.1861993627
1577	0.1861799305
1578	0.1861560119
1579	0.1861352032
1580	0.1861123489
1581	0.1860929974
1582	0.1860749434
1583	0.1860545985
1584	0.1860375538
1585	0.1860117731
1586	0.1859834144
1587	0.1859591566
1588	0.1859379337
1589	0.1859186324
1590	0.1858997629
1591	0.1858743721
1592	0.1858503792
1593	0.185821312
1594	0.1858004683
1595	0.1857758411
1596	0.1857571752
1597	0.1857396546
1598	0.1857164212
1599	0.1856955755
1600	0.1856693769
1601	0.1856322655
1602	0.1856080769
1603	0.1855940736
1604	0.1855703336
1605	0.1855612375
1606	0.1855437008
1607	0.1855152569
1608	0.1854908846
1609	0.185461834
1610	0.1854425033
1611	0.1854301193
1612	0.1854128992
1613	0.1853991205
1614	0.1853827897
1615	0.1853568359
1616	0.1853379078
1617	0.1853214952
1618	0.1852998053
1619	0.1852791442
1620	0.1852593684
1621	0.1852357182
1622	0.1852129503
1623	0.1851867641
1624	0.1851593527
1625	0.1851403786
1626	0.1851088392
1627	0.1850896428
1628	0.1850560766
1629	0.1850380226
1630	0.1850201866
1631	0.185006643
1632	0.1849846359
1633	0.1849648722
1634	0.1849432096
1635	0.1849254107
1636	0.1849020362
1637	0.1848842941
1638	0.1848598962
1639	0.1848387975
1640	0.1847794153
1641	0.1847643889
1642	0.1847471657
1643	0.1847204123
1644	0.1846962856
1645	0.1846790727
1646	0.1846605172
1647	0.1846374348
1648	0.1846191812
1649	0.1845988446
1650	0.1845746453
1651	0.1845480608
1652	0.1845258355
1653	0.1845038439
1654	0.1844871325
1655	0.1844668428
1656	0.1844101616
1657	0.1843956703
1658	0.1843771903
1659	0.1843570013
1660	0.1843334756
1661	0.1843135044
1662	0.1842915382
1663	0.1842701974
1664	0.1842539213
1665	0.1842267711
1666	0.1842049181
1667	0.1841852685
1668	0.1841613095
1669	0.1841432934
1670	0.1841201064
1671	0.1841006801
1672	0.184086013
1673	0.1840591131
1674	0.1840476766
1675	0.184028585
1676	0.1840173383
1677	0.1839990125
1678	0.1839753369
1679	0.1839503891
1680	0.1839111993
1681	0.1838827834
1682	0.183859921
1683	0.183835921
1684	0.1838177926
1685	0.1837974828
1686	0.1837787868
1687	0.1837672864
1688	0.1837475335
1689	0.1837329296
1690	0.1837138167
1691	0.1836930295
1692	0.1836801074
1693	0.1836680355
1694	0.1836329683
1695	0.1836082261
1696	0.1835890469
1697	0.1835740576
1698	0.1835576407
1699	0.1835445151
1700	0.1835267471
1701	0.1835076421
1702	0.1834836983
1703	0.1834597533
1704	0.18343568
1705	0.1834182458
1706	0.1834004423
1707	0.1833835595
1708	0.1833660263
1709	0.183350166
1710	0.1833287665
1711	0.1833033328
1712	0.1832935643
1713	0.183271563
1714	0.1832556924
1715	0.1832338491
1716	0.1832110891
1717	0.1831937471
1718	0.1831689505
1719	0.1831565013
1720	0.1831333751
1721	0.183121888
1722	0.1831008668
1723	0.183023879
1724	0.1830063241
1725	0.1829888924
1726	0.1829695451
1727	0.1829452627
1728	0.1829276146
1729	0.1829094783
1730	0.1828924942
1731	0.1828738709
1732	0.1828607765
1733	0.1828354186
1734	0.1828223239
1735	0.1828019207
1736	0.1827815603
1737	0.1827604599
1738	0.1827414842
1739	0.1827211159
1740	0.1826980462
1741	0.1826743499
1742	0.1826612921
1743	0.1826448892
1744	0.1826334025
1745	0.1826143533
1746	0.1825964922
1747	0.1825834088
1748	0.1825508272
1749	0.1825318732
1750	0.1825022418
1751	0.182479311
1752	0.1824647312
1753	0.1824399091
1754	0.1824183129
1755	0.182398104
1756	0.1823879491
1757	0.1823629507
1758	0.1823457343
1759	0.1823149905
1760	0.1822881251
1761	0.1822626146
1762	0.1822357651
1763	0.1822183205
1764	0.182196048
1765	0.1821795822
1766	0.1821493313
1767	0.1821383386
1768	0.182117969
1769	0.1821049094
1770	0.1820851726
1771	0.1820673545
1772	0.18205376
1773	0.1820353028
1774	0.1820225022
1775	0.1820007068
1776	0.1819867933
1777	0.1819653441
1778	0.1819468547
1779	0.1819316014
1780	0.1819119505
1781	0.1818866594
1782	0.1818665716
1783	0.1818472258
1784	0.1818233308
1785	0.1818079072
1786	0.1817827986
1787	0.1817606553
1788	0.1817390573
1789	0.1817273983
1790	0.1817029894
1791	0.1816882193
1792	0.1816729484
1793	0.1816460243
1794	0.1816276073
1795	0.1816079409
1796	0.1815843785
1797	0.1815594074
1798	0.1815399647
1799	0.1815273125
1800	0.181505805
1801	0.181482556
1802	0.1814639065
1803	0.1814463349
1804	0.1814269193
1805	0.181407141
1806	0.181384424
1807	0.1813619414
1808	0.1813387628
1809	0.1813148203
1810	0.1812902633
1811	0.181271742
1812	0.1812527484
1813	0.1812371578
1814	0.1812147062
1815	0.1811971635
1816	0.1811625575
1817	0.1811414497
1818	0.1811252368
1819	0.1811021912
1820	0.1810894
1821	0.1810654204
1822	0.1810355972
1823	0.181013191
1824	0.1810028714
1825	0.1809697321
1826	0.1809421793
1827	0.180920867
1828	0.1809070954
1829	0.1808901851
1830	0.1808715865
1831	0.180848714
1832	0.1808269908
1833	0.1808106835
1834	0.1807408486
1835	0.1807270586
1836	0.1807053164
1837	0.1806885251
1838	0.1806691585
1839	0.1806543194
1840	0.1805995099
1841	0.1805803659
1842	0.1805568343
1843	0.1805381299
1844	0.1805224409
1845	0.1805076052
1846	0.1804895327
1847	0.1804737289
1848	0.1804558592
1849	0.1804329533
1850	0.1804112736
1851	0.1803897925
1852	0.1803735079
1853	0.1803531566
1854	0.1803380168
1855	0.1803180041
1856	0.1803093845
1857	0.1802947994
1858	0.1802733134
1859	0.1802535564
1860	0.180230264
1861	0.1802113482
1862	0.1801943624
1863	0.1801792775
1864	0.1801539078
1865	0.1801408163
1866	0.180118779
1867	0.1800887457
1868	0.1800705484
1869	0.1800542356
1870	0.1800390046
1871	0.1800193156
1872	0.1799890854
1873	0.179971409
1874	0.1799527424
1875	0.1799254174
1876	0.1799050566
1877	0.1798817304
1878	0.1798651552
1879	0.1798501988
1880	0.1798297103
1881	0.1798027891
1882	0.179778075
1883	0.1797541402
1884	0.1797345669
1885	0.1797209231
1886	0.1797075894
1887	0.1796915881
1888	0.1796780732
1889	0.1796663016
1890	0.1796429013
1891	0.179623019
1892	0.1796017948
1893	0.1795835309
1894	0.1795579663
1895	0.1795386439
1896	0.1795135827
1897	0.1794953453
1898	0.1794792019
1899	0.1794585798
1900	0.1794352845
1901	0.1794152661
1902	0.1794063137
1903	0.1793843144
1904	0.1793691969
1905	0.1793493221
1906	0.1793362198
1907	0.1793149128
1908	0.1792959717
1909	0.1792832354
1910	0.1792697868
1911	0.1792587218
1912	0.1792289866
1913	0.1792141455
1914	0.1791924541
1915	0.1791768268
1916	0.1791609704
1917	0.1791398087
1918	0.1791195899
1919	0.1790994875
1920	0.1790866036
1921	0.1790672163
1922	0.1790421967
1923	0.1790234625
1924	0.1790043394
1925	0.1789796611
1926	0.1789634698
1927	0.1789480789
1928	0.1789234329
1929	0.178901519
1930	0.1788784652
1931	0.178861286
1932	0.1788394177
1933	0.1788252528
1934	0.178799695
1935	0.1787860865
1936	0.178767747
1937	0.1787474555
1938	0.1787339248
1939	0.1787131883
1940	0.1786851236
1941	0.1786743658
1942	0.1786582657
1943	0.1786483369
1944	0.1786293186
1945	0.1786151158
1946	0.1785930593
1947	0.178576627
1948	0.1785623675
1949	0.1785445868
1950	0.1785265552
1951	0.1785128933
1952	0.1785033895
1953	0.1784850421
1954	0.1784725316
1955	0.1784517041
1956	0.1784345154
1957	0.1784094487
1958	0.1783864502
1959	0.1783730325
1960	0.1783575194
1961	0.1783405247
1962	0.1783193183
1963	0.1782963527
1964	0.1782783207
1965	0.1782606142
1966	0.1782391263
1967	0.1782191336
1968	0.1782036834
1969	0.1781815611
1970	0.1781516802
1971	0.1781307015
1972	0.1781141118
1973	0.1780999298
1974	0.1780820855
1975	0.1780670761
1976	0.178025587
1977	0.1780088838
1978	0.1779928642
1979	0.1779732111
1980	0.1779626507
1981	0.1779382868
1982	0.1779152799
1983	0.1778941624
1984	0.1778788791
1985	0.1778635962
1986	0.1778509572
1987	0.1778287363
1988	0.1778101407
1989	0.1777860061
1990	0.177750251
1991	0.1777311389
1992	0.1777155253
1993	0.1776990825
1994	0.1776800712
1995	0.1776641147
1996	0.1776460889
1997	0.1776305969
1998	0.1776085352
1999	0.1775947934
